date,publishTime,publishTimeRaw,currency,buying,cashBuying,selling,cashSelling,middle,source,capturedAtUtc
2026-08-01,2026-08-01 01:04:01,2026/08/01 01:04:01,USD,674.23,674.23,677.06,677.06,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-07-31 17:06:21
2026-08-01,2026-08-01 02:39:02,2026/08/01 02:39:02,USD,674.2,674.2,677.03,677.03,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-07-31 18:42:28
2026-08-01,2026-08-01 02:52:08,2026/08/01 02:52:08,USD,674.48,674.48,677.31,677.31,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-07-31 20:10:01
2026-08-01,2026-08-01 04:59:07,2026/08/01 04:59:07,USD,674.48,674.48,677.31,677.31,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-07-31 21:27:33
2026-08-01,2026-08-01 05:30:00,2026/08/01 05:30:00,USD,674.48,674.48,677.31,677.31,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-07-31 22:34:04
2026-08-01,2026-08-01 10:30:00,2026/08/01 10:30:00,USD,674.48,674.48,677.31,677.31,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-08-01 04:37:55
2026-08-02,2026-08-02 00:00:05,2026/08/02 00:00:05,USD,674.48,674.48,677.31,677.31,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-08-01 16:41:29
2026-08-02,2026-08-02 05:30:00,2026/08/02 05:30:00,USD,674.48,674.48,677.31,677.31,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-08-01 22:06:44
2026-08-02,2026-08-02 10:30:00,2026/08/02 10:30:00,USD,674.48,674.48,677.31,677.31,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-08-02 03:53:19
2026-08-03,2026-08-03 00:00:05,2026/08/03 00:00:05,USD,674.48,674.48,677.31,677.31,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-08-02 16:31:34
2026-08-03,2026-08-03 05:30:00,2026/08/03 05:30:00,USD,674.48,674.48,677.31,677.31,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-08-02 21:40:41
2026-08-03,2026-08-03 09:01:27,2026/08/03 09:01:27,USD,674.4,674.4,677.23,677.23,678.94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-08-03 01:15:46
2026-08-03,2026-08-03 12:44:16,2026/08/03 12:44:16,USD,674.15,674.15,676.98,676.98,678.98,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-08-03 04:51:24
2026-08-03,2026-08-03 16:19:16,2026/08/03 16:19:16,USD,674.18,674.18,677.01,677.01,678.98,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-08-03 08:20:47
2026-08-03,2026-08-03 19:49:17,2026/08/03 19:49:17,USD,674.06,674.06,676.89,676.89,678.98,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html,2026-08-03 11:51:25
